Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Dacite,63.54,0.4,17.72,4.65,5.46,2.08,0.14,0.2,5.3,0.08341202392
Dacite,63.5,0.54,16.89,6.11,5.92,2.35,0.15,0.11,4.43,0.06976377953
Dacite,67.48,0.5,14.89,3.69,2.86,1.36,0.12,0.32,7.2,0.106698281
Dacite,63.12,1.11,16.18,5.69,4.34,1.8,0.11,0.34,6.91,0.1094740177
Dacite,65.19,0.62,15.67,3.77,3.65,2.4,0.09,0.17,6.63,0.1017027151
Dacite,66.73,0.57,15.62,3.24,3.03,1.37,0.11,0.16,7.34,0.1099955043
Dacite,65.1,0.59,16.36,3.46,4.46,2.44,0.06,0.24,6.62,0.1016897081
Dacite,64.5,0.37,16.25,4.12,4.54,2,0.08,0.14,5.85,0.09069767442
Dacite,68.76,0.13,14.05,3.16,2.81,1.23,0.1,0.1,6.84,0.09947643979
Dacite,63.84,1.1,16.26,5.05,4.19,1.66,0.07,0.31,7.12,0.1115288221
Dacite,68.07,0.42,14.9,3.14,3.01,1.02,0.1,0.12,7.18,0.1054796533
Dacite,66.8,0.58,16.6,3.41,4.03,1.68,0.06,0.18,6.69,0.1001497006
Dacite,64.77,0.48,16.28,4.15,5.98,3,0.12,0.1,4.72,0.07287324379
Dacite,67.08,0.7,15.34,4.18,3.63,1.71,0.09,0.22,6.64,0.09898628503
Dacite,65.52,0.56,16.42,3.89,4.91,2.29,0.08,0.16,6.04,0.09218559219
Dacite,66.53,0.56,16.36,3.63,4.67,2.05,0.06,0.16,5.96,0.08958364648
Dacite,64.94,0.8,15.29,4.8,4.18,2.14,0.08,0.2,7.08,0.1090237142
Dacite,65.1,0.52,17.18,4.27,5.65,1.35,0.18,0.13,4.96,0.07619047619
Dacite,64.5,0.63,16.13,3.5,4.51,3.02,0.06,0.21,6.11,0.09472868217
Dacite,66.5,0.6,15.6,4.68,4.8,1.6,0.1,0.1,5.5,0.08270676692
Dacite,67.05,0.55,15.78,4.77,5.2,1.16,0.14,0.13,4.22,0.06293810589
Dacite,65.4,0.64,15.86,3.78,3.63,1.12,0.03,0.27,6.94,0.106116208
Dacite,69.21,0.52,14.35,3.82,3.22,1.17,0.09,0.1,7.11,0.1027308192
Dacite,63.1,0.76,16.2,4.27,5,2.55,0.07,0.29,6.4,0.1014263074
Dacite,63.4,0.51,16.57,5.47,5.76,2.23,0.14,0.12,4.93,0.07776025237
Dacite,65.56,0.42,17.02,3.62,4.79,1.78,0.08,0.14,6.03,0.09197681513
Dacite,67.5,0.59,15.1,3.88,3.51,3.65,0.07,0.12,5.58,0.08266666667
Dacite,64.1,0.6,16.3,3.87,4.6,1.9,0.1,0.2,6,0.09360374415
Dacite,68.78,0.58,15.1,3.14,3.22,1.57,0.05,0.16,6.72,0.09770282059
Dacite,68.3,0.69,15.51,3.93,3.7,1.03,0.11,0.18,6.15,0.09004392387
Dacite,66.7,0.87,13.27,7.84,1.22,3.4,0.06,0.23,5.49,0.08230884558
Dacite,66.92,0.5,14.98,3.8,3.49,1.54,0.07,0.12,7.18,0.1072922893
Dacite,65.27,0.64,16.06,3.74,4.35,1.65,0.06,0.2,6.53,0.1000459629
Dacite,65.4,0.68,15.8,3.85,4.83,2.18,0.05,0.498,5.38,0.08226299694
Dacite,72.61,0.745,9.34,8.85,1.68,1.45,0.121,0.15,4.16,0.05729238397
Dacite,64,0.7,17.3,4.65,5.2,1.94,0.07,0.15,6.21,0.09703125
Dacite,63.23,0.71,16.28,4.6,4.96,3.39,0.08,0.17,6.11,0.09663134588
Dacite,65.66,0.4,16.38,3.01,4.38,1.3,0.092,0.2,6.99,0.1064575084
Dacite,65.05,1.06,14.42,6.91,1.72,3.42,0.18,0.2,6.27,0.09638739431
Dacite,66.21,0.58,15.96,3.47,2.93,1.45,0.07,0.18,7.03,0.1061773146
Dacite,66.38,0.58,17.79,3.63,2.64,2.98,0.12,0.15,5.34,0.08044591745
Dacite,64.64,0.56,18.62,2.93,6.44,1.61,0.06,0.1,5.04,0.07797029703
Dacite,63.8,0.76,16.06,4.19,4.87,2.07,0.06,0.28,6.51,0.1020376176
Dacite,66.61,0.5,15.68,3.33,3,1.14,0.03,0.22,6.93,0.1040384327
Dacite,67.7,0.61,14.4,4.2,3.19,1.43,0.12,0.16,6.44,0.09512555391
Dacite,67.6,0.53,15,4.38,3.98,1.3,0.09,0.12,6.52,0.09644970414
Dacite,69.6,0.76,13.11,6.63,1.47,1.72,0.12,0.1,6.48,0.09310344828
Dacite,67.34,0.64,15.31,3.73,3.34,0.39,0.07,0.26,7.31,0.1085536086
Dacite,66.46,0.53,15.42,3.1,3.44,1.67,0.08,0.17,6.7,0.1008125188
Dacite,65,0.55,16.55,4.03,4.14,1.74,0.07,0.17,6.57,0.1010769231
Dacite,63.53,1.09,15.11,6.1,6.36,1.33,0.14,0.36,5.29,0.08326774752
Dacite,64.3,0.66,16.68,3.67,4.63,1.99,0.06,0.2,6.7,0.1041990669
Dacite,63.7,0.7,13.6,6.59,3.61,5.52,0.09,0.21,4.63,0.0726844584
Dacite,65.35,0.57,16.4,3.47,4.46,1.96,0.06,0.15,6.13,0.09380260138
Dacite,67.72,0.6,11.86,7.25,2.31,1.02,0.14,0.15,7.39,0.1091258122
Dacite,64.2,0.67,16.79,3.65,4.6,1.91,0.06,0.21,6.77,0.1054517134
Dacite,63.84,0.68,16.36,4.84,4.51,1.54,0.09,0.18,6.46,0.1011904762
Dacite,66.06,0.49,14.96,5.06,5.6,1.67,0.2,0.11,3.7,0.05600968816
Dacite,66.33,0.6,13.99,6.28,4.73,2.53,0.11,0.13,5.17,0.07794361526
Dacite,69.71,0.81,13.1,4.98,1.23,0.99,0.06,0.29,6.07,0.0870750251
Dacite,72.37,0.3201,12.23,3.91,3.985,0.802,0.08928,0.1433,4.4,0.06079867348
Dacite,69.4,0.43,14.9,3,2.39,0.76,0.07,0.11,7.56,0.1089337176
Dacite,63.63,0.65,16.18,5.95,5.26,2.66,0.13,0.2,4.93,0.07747917649
Dacite,66.48,0.62,15.48,5.42,4.26,2.05,0.11,0.06,4.78,0.07190132371
Dacite,65.7,0.41,17.74,4.15,4.81,1.07,0.14,0.23,5.76,0.08767123288
Dacite,64.4,0.45,18.07,3.66,4.55,0.65,0.05,0.209,6.21,0.09642857143
Dacite,67.62,0.59,15.45,4.25,1.88,1.84,0.11,0.22,6.37,0.09420289855
Dacite,63.73,1.1,16.26,5.48,4.42,1.99,0.12,0.3,6.21,0.09744233485
Dacite,68.7,0.8,12.8,3.96,1.8,3.9,0.1,0.8,6.8,0.09898107715
Dacite,65.94,0.703,15.06,5.05,2.9,1.39,0.116,0.021,6.72,0.101910828
Dacite,63.2,0.4,16.44,4.63,4.99,2.42,0.08,0.13,5.8,0.0917721519
Dacite,65.22,0.76,16.96,3.76,4.76,1.82,0.03,0.23,6.04,0.09260962895
Dacite,66.12,0.56,16.36,3.48,3.08,1.37,0.06,0.17,6.75,0.1020871143
Dacite,63.5,0.41,16.3,4.79,4.9,2.45,0.09,0.13,5.9,0.09291338583
Dacite,63.87,0.38,15.37,4.96,6.35,3.81,0.09,0.08,4.55,0.07123845311
Dacite,65.67,0.5,14.65,5.19,5.79,1.75,0.17,0.11,3.59,0.05466727577
Dacite,66.11,0.54,16.37,3.61,4.44,1.99,0.06,0.15,6.32,0.09559824535
Dacite,63.5,0.6,16.6,4.54,4.5,2.02,0.08,0.18,6.36,0.1001574803
Dacite,63.5,0.65,16.65,4.81,4.7,2.4,0.07,0.18,6.57,0.1034645669
Dacite,67.76,0.68,13.89,4.58,5.07,1.27,0.12,0.04,3.6,0.05312868949
Dacite,69.15,0.73,15.77,3.89,1.41,0.36,0.04,0.15,5.65,0.08170643529
Dacite,69.9,0.44,15.3,2.61,4.4,0.6,0.058,0.09,6.1,0.08726752504
Dacite,65.46,0.65,15.15,4.26,4.4,2.62,0.09,0.18,6.24,0.09532538955
Dacite,64.3,0.7,15.96,4.3,4.98,2.37,0.1,0.16,5.87,0.09129082426
Dacite,68.66,0.65,16.47,3.3,4.55,1.87,0.09,0.17,4.24,0.06175356831
Dacite,69.28,0.37,14.36,3.33,3.96,1.96,0.07,0.09,6.21,0.08963625866
Dacite,65.8,0.97,13.91,5.74,3.35,0.9,0.15,0.22,7.32,0.1112462006
Dacite,67.33,0.56,13.68,6.7,5.5,1.72,0.12,0.17,4.2,0.06237932571
Dacite,66.17,0.56,15.62,3.1,3.25,1.35,0.06,0.16,7.27,0.1098685205
Dacite,63.98,0.69,15.89,5.71,5.58,2.5,0.14,0.14,4.97,0.07768052516
Dacite,69.16,0.48,14.73,2.71,2.69,1.37,0.06,0.12,6.79,0.09817813765
Dacite,69.74,0.69,16.13,3.8,1.66,0.47,0.1,0.08,6.9,0.09893891597
Dacite,63.72,0.47,17.76,4.67,4.24,1.63,0.12,0.3,6.97,0.1093848085
Dacite,65.1,0.6,16.4,5.5,6.1,1.5,0.1,0,4.7,0.07219662058
Dacite,63.95,0.6,16.82,3.91,6.25,3.01,0.08,0.18,5.19,0.08115715403
Dacite,65.57,0.56,16.14,3.56,3.97,1.92,0.04,0.15,6.4,0.09760561232
Dacite,63.56,1.3,13.66,10.12,1.85,1.45,0.05,0.08,6.8,0.1069855255
Dacite,63.72,0.57,16.53,5.15,5.74,2.36,0.1,0.15,5.27,0.08270558694
Dacite,64.6,0.92,15.85,5.19,3.99,1.85,0.1,0.21,6.89,0.1066563467
Dacite,67.2,0.84,14.29,4.26,3.18,1,0.12,0.23,6.16,0.09166666667
Dacite,65.4,1.02,14.27,7.03,4.33,1.45,0.18,0.29,5.91,0.09036697248
Dacite,63.5,0.51,15.5,4.88,5.36,2.75,0.08,0.13,5.07,0.07984251969
Dacite,68.25,0.28,16.95,3.11,3.26,1.94,0.04,0.08,5.73,0.08395604396
Dacite,64.79,0.651,15.1,5.08,2.67,1.76,0.088,0.16,7.19,0.1109739157
Dacite,65.6,0.83,16.36,3.55,3.69,1.85,0.06,0.33,7.34,0.1118902439
Dacite,63.58,0.65,15.77,3.78,4.41,2.28,0.07,0.19,6.28,0.09877319912
Dacite,66.8,0.5,14.8,4.14,3.7,0.8,0.1,0.1,6.7,0.1002994012
Dacite,65.7,0.53,16.2,3.82,3.9,1.56,0.08,0.18,7.27,0.1106544901
Dacite,66.81,0.42,16.89,3.28,3.19,2.03,0.1,0.2,6.64,0.09938631941
Dacite,68.74,0.5,15.12,2.59,2.49,0.99,0.02,0.16,7.86,0.1143439046
Dacite,66.89,0.54,15.48,5.29,4.87,2.07,0.1,0.1,5.2,0.07773957243
Dacite,63.56,0.7,15.95,4.45,4.77,2.98,0.08,0.18,6.18,0.09723096287
Dacite,69.34,0.81,13.31,4.72,1.51,0.85,0.1,0.24,6.83,0.09850014422
Dacite,67.5,0.26,16.97,2.81,4.53,0.86,0.06,0.118,5.62,0.08325925926
Dacite,70.32,0.49,15.71,3.6,2.53,0.65,0.18,0.03,6.1,0.08674630262
Dacite,63.42,0.66,16.18,5.66,5.38,2.55,0.13,0.22,5.41,0.0853043204
Dacite,69.37,0.55,15.05,3.01,2.76,1.27,0.04,0.17,7.44,0.107250973
Dacite,63.2,0.79,16.86,4.6,5.3,2.78,0.08,0.24,6.16,0.09746835443
Dacite,66.54,0.62,13.56,5.69,3.96,1.73,0.1,0.13,6.34,0.09528103396
Dacite,69.09,0.494,14.99,2.24,3.44,1.93,0.041,0.164,7.059,0.1021710812
Dacite,64.18,0.6,17.77,4.66,4.79,1.84,0.07,0.2,5.82,0.09068245559
Dacite,66.89,0.8,15.53,4.8,3.53,1.17,0.19,0.2,7.56,0.1130213784
Dacite,63.97,0.75,17.55,4.57,4.72,2.73,0.06,0.15,5.01,0.07831796154
Dacite,65.7,0.58,16.53,4.12,5.13,2,0.12,0.12,5.3,0.08066971081
Dacite,64.8,0.37,16.5,4.25,4.64,2.26,0.08,0.12,6.17,0.09521604938
Dacite,65.11,0.72,16.32,3.95,4.13,1.97,0.05,0.26,7.26,0.1115036093
Dacite,64.7,0.76,15.4,4.34,4.55,2.32,0.07,0.18,6.68,0.1032457496
Dacite,63.4,0.99,12.7,8.37,3.86,1.35,0.11,0.24,6.71,0.1058359621
Dacite,65.8,0.37,15.4,3.71,4.33,2.11,0.08,0.11,5.33,0.08100303951
Dacite,63.55,1.09,16.11,5.52,4.25,1.7,0.11,0.38,6.88,0.1082612116
Dacite,65.44,0.46,15,4.29,5.34,2.58,0.09,0.1,5.11,0.07808679707
Dacite,64.55,0.68,17.33,4.65,4.37,1.43,0.13,0.15,6.19,0.09589465531
Dacite,68.53,0.26,16.28,3.19,2.74,1.14,0.08,0.09,7.33,0.1069604553
Dacite,64.9,0.52,17,4.38,5,1.63,0.14,0.15,5.54,0.08536209553
Dacite,63.4,0.48,16.3,4.97,5.12,2.52,0.08,0.15,5.93,0.09353312303
Dacite,64.41,0.68,15.66,4.15,3.09,2.77,0.28,0.16,6.29,0.09765564353
Dacite,66.91,0.73,15.81,4.18,2.99,0.24,0.03,0.16,7.52,0.1123897773
Dacite,67.67,0.62,15.06,4.26,3.45,1.29,0.12,0.2,7.25,0.1071375794
Dacite,66.78,0.369,16.69,3.31,3.93,0.26,0.12,0.13,6.53,0.0977837676
Dacite,66.49,0.48,15.63,3.34,4.38,1.77,0.06,0.13,6.27,0.09429989472
Dacite,64.2,0.37,16.1,4.24,4.52,2.1,0.08,0.13,6,0.09345794393
Dacite,65.33,0.95,14.85,5.04,3.93,1.48,0.11,0.29,6.68,0.1022501148
Dacite,67.79,0.36,16.33,2.53,3.3,1.08,0.06,0.12,7.21,0.1063578699
Dacite,65.39,0.42,16.72,4.62,5.77,1.99,0.14,0.11,4.34,0.06637100474
Dacite,65.4,0.76,15.7,5.15,4,1.6,0.15,0.12,6.6,0.1009174312
Dacite,68.3,0.33,16,2.84,1.59,0.74,0.04,0.13,7.28,0.1065885798
Dacite,66.6,0.54,16.71,3.6,4.47,2.02,0.1,0.19,5.79,0.08693693694
Dacite,65.4,0.48,15.9,4.1,4.64,2.28,0.07,0.17,5.85,0.08944954128
Dacite,65.66,0.72,14.91,5.15,3.1,1.03,0.12,0.21,7.36,0.1120925982
Dacite,68.3,0.334,16.99,2.25,3.28,0.8,0.041,0.14,7.57,0.1108345534
Dacite,64,0.63,16.48,4.94,5.78,2.43,0.13,0.13,5.07,0.07921875
Dacite,63.56,0.8,15.49,4.67,3.84,1.48,0.13,0.18,6.87,0.1080868471
Dacite,69.03,0.27,16.1,1.89,3.86,0.86,0.04,0.1,6.09,0.08822251195
Dacite,69.1,0.67,11.53,7.68,2.44,0.64,0.2,0.08,6.52,0.09435600579
Dacite,70.61,0.36,14.5,2.85,3.55,0.93,0.1,0.08,5.41,0.07661804277
Dacite,64.21,0.45,16.45,5.4,5.59,1.99,0.145,0.11,4.95,0.07709079583
Dacite,69.1,0.61,13.63,4.27,3.01,0.88,0.13,0.12,6.63,0.09594790159
Dacite,64.25,0.47,16.1,3.8,4.3,2.05,0.07,0.15,6.17,0.0960311284
Dacite,63.85,0.74,16.21,4.28,4.71,2.37,0.06,0.25,7.03,0.1101018011
Dacite,64.52,0.69,16.74,4.44,4.56,2.12,0.08,0.15,6.25,0.09686918785
Dacite,67.2,0.55,16.9,3.66,3.5,0.4,0.03,0.06,6.48,0.09642857143
Dacite,64.31,0.71,16.51,4.96,4.55,2.46,0.07,0.16,5.71,0.08878867983
Dacite,63.87,0.83,16.28,5.67,5.04,2.03,0.16,0.26,5.45,0.0853295757
Dacite,66.6,0.64,16.68,3.77,4.78,0.96,0.09,0.18,5.89,0.08843843844
Dacite,64.7,0.37,16.25,4.17,4.62,2.07,0.07,0.13,6.02,0.09304482226
Dacite,65.5,0.49,15.93,3.92,4.72,2.79,0.1,0.05,5.31,0.08106870229
Dacite,63.5,0.4,16.25,4.66,5.1,2.31,0.08,0.14,5.68,0.0894488189
Dacite,66.77,0.51,15.33,5.12,4.85,1.62,0.24,0.26,4.54,0.06799460836
Dacite,63.99,0.68,14.4,4.25,3.62,3.58,0.08,0.23,6.94,0.108454446
Dacite,69.58,0.56,13.5,6.17,1.36,1.56,0.05,0.33,6.21,0.08924978442
Dacite,66.41,0.32,16.75,2.92,2.8,3.11,0.06,0.1,7.2,0.108417407
Dacite,65.38,0.97,15.79,4.82,3.68,1.41,0.1,0.31,7.14,0.1092077088
Dacite,64.32,0.55,17.27,4.03,4.76,2.26,0.08,0.1,6.02,0.09359452736
Dacite,67.74,0.76,15.3,3.67,3.04,1.03,0.14,0.17,7.62,0.1124889283
Dacite,68.91,0.21,14.12,4.3,5.81,1.21,0.04,0.05,3.65,0.05296763895
Dacite,67.69,0.59,14.78,5.96,2.93,0.64,0.08,0.18,6.5,0.09602600089
Dacite,67.82,0.72,15.59,4.08,2.86,1.01,0.12,0.21,7.15,0.105426128
Dacite,73.52,0.43,14.83,4.01,0.5,1.67,0.04,0.11,3.03,0.0412132753
Dacite,67.49,0.37,15.97,2.59,4.19,1.34,0.05,0.11,6.01,0.08905022966
Dacite,63.5,0.54,14.75,6.83,4.35,1.36,0.21,0.19,7.02,0.1105511811
Dacite,67.7,0.34,16.15,3.13,3.73,1.06,0.07,0.14,5.91,0.08729689808
Dacite,64.89,0.75,16.33,5.16,2.42,1.77,0.06,0.24,6.6,0.1017105871
Dacite,70.82,0.33,14.81,2.11,3.18,0.9,0.03,0.09,6,0.08472182999
Dacite,63.73,0.64,14.49,5.57,6.01,3.08,0.1,0.12,5.56,0.08724305665
Dacite,63.3,0.82,15.03,7.32,4.7,1.55,0.22,0.33,5.9,0.09320695103
Dacite,66.79,0.54,15.17,3.28,3.25,1.79,0.08,0.17,6.51,0.09746968109
Dacite,65.92,0.49,17.14,3.53,3.82,1.56,0.09,0.2,7.03,0.1066444175
Dacite,68.1,0.6,12.7,5.36,3.57,1.29,0.11,0.13,5.9,0.08663729809
Dacite,63.14,0.65,15.73,4.06,4.65,2.68,0.07,0.16,6.11,0.09676908457
Dacite,65.54,0.69,16.94,3.98,3.01,1.53,0.11,0.21,7.4,0.1129081477
Dacite,63.12,0.7,15.84,4.51,4.61,2.43,0.1,0.17,6.23,0.0987008872
Dacite,69.86,0.26,15.36,1.96,3.46,2.23,0.03,0.15,5.51,0.07887202977
Dacite,68.35,0.14,17.44,1.8,0.52,1.98,0.04,0.02,7.08,0.1035844916
Dacite,66.93,0.65,14.11,5.74,2.76,1.86,0.08,0.15,6.14,0.09173763634
Dacite,63.97,0.46,16.3,5.34,5.67,2.06,0.144,0.112,5.24,0.0819133969
Dacite,63.58,1.09,16.07,5.53,4.22,1.7,0.11,0.35,6.94,0.109153822
Dacite,63.89,0.81,16.45,5.36,5,1.99,0.16,0.31,5.63,0.08812020661
Dacite,64,0.72,15.89,4.42,4.85,3.01,0.06,0.27,6.28,0.098125
Dacite,64.63,0.63,15.51,5.3,4.13,1.39,0.1,0.16,6.16,0.09531177472
Dacite,63.32,0.67,16.34,5.64,5.21,2.65,0.12,0.22,5.44,0.08591282375
Dacite,63.21,0.74,15.31,4.64,5.1,3.95,0.09,0.28,6.29,0.09950957127
Dacite,64.22,0.67,15.83,6.53,6.02,2.52,0.14,0.09,3.99,0.06213017751
Dacite,66.8,0.52,16.05,3.09,2.82,0.88,0.08,0.12,7.39,0.1106287425
Dacite,67.9,0.89,14.6,4.26,3.24,0.96,0.13,0.25,6.24,0.09189985272
Dacite,63.5,0.42,16.45,4.93,5.07,2.49,0.09,0.13,5.79,0.09118110236
Dacite,64.42,0.71,16.14,3.99,4.79,1.75,0.06,0.29,6.35,0.09857187209
Dacite,70.28,0.35,18.86,2.67,1.43,0.45,0.06,0.02,5.58,0.07939669892
Dacite,68.96,0.79,14.34,4.43,2.55,0.6,0.11,0.17,7.77,0.1126740139
Dacite,68.78,0.45,14.32,3.88,1.15,2.24,0.06,0.11,6.3,0.0915963943
Dacite,63.37,0.64,15.23,4.49,4.74,2.85,0.08,0.18,5.83,0.09199936879
Dacite,67.9,0.8099,12.3,7.64,2.29,0.98,0.0942,0.2862,6.7,0.09867452135
Dacite,64,0.52,16,3.7,4.37,2.36,0.06,0.2,6.84,0.106875
Dacite,68.21,0.59,14.19,4.76,4.66,1.24,0.18,0.15,4.06,0.05952206421
Dacite,69.3,0.36,14.7,2.71,2.77,0.8,0.03,0.1,6.37,0.09191919192
Dacite,66.14,0.48,15.66,3.68,4.35,1.69,0.06,0.11,6.09,0.09207741155
Dacite,63.8,1.04,14.31,6.83,3.71,1.31,0.15,0.34,6.6,0.1034482759
Dacite,63.56,0.82,16.26,5.64,5.09,1.99,0.16,0.28,5.81,0.09140969163
Dacite,64.3,0.9018,12.2,12.03,1.31,0.625,0.0348,0.3412,6.85,0.1065318818
Dacite,69.56,0.5,16.09,3.32,2.78,0.67,0.1,0.03,6.56,0.09430707303
Dacite,67.03,0.41,16.23,2.91,4.39,1.75,0.07,0.1,6.79,0.1012979263
Dacite,67.35,0.77,15.14,3.6,2.72,1.58,0.07,0.25,6.59,0.09784706756
Dacite,63.98,0.4,16.86,4.89,5.86,1.99,0.14,0.13,4.89,0.07643013442
Dacite,66.22,0.55,13.73,7.42,5.66,1.76,0.14,0.19,4.33,0.06538810027
Dacite,63.2,0.8,16.1,6.5,5.9,2.4,0.1,0.1,4.8,0.07594936709
Dacite,64.45,0.64,16.09,3.9,4.17,2.38,0.08,0.17,6.45,0.1000775795
Dacite,65.93,0.41,16.8,3.66,4.58,1.8,0.08,0.14,6.17,0.09358410435
Dacite,65.08,0.47,17.81,3.86,5.25,0.95,0.05,0.14,5.25,0.08066994468
Dacite,65.32,0.49,16.01,4.6,3.7,2.08,0.02,0.19,6.52,0.09981628904
Dacite,68.3,0.53,15.8,3.06,4.1,1.1,0.076,0.11,6.5,0.09516837482
Dacite,69.2,0.51,14.65,3.2,3.45,1.6,0.07,0.13,6.83,0.09869942197
Dacite,63.4,0.39,16.2,4.48,4.92,2.28,0.08,0.14,5.75,0.09069400631
Dacite,65.51,0.66,15.98,4.02,3.65,1.28,0.1,0.17,7.28,0.1111280721
Dacite,65,0.53,16.25,4.68,4.85,2.14,0.08,0.14,5.67,0.08723076923
Dacite,65.94,0.66,15.5,4.76,4.27,2.03,0.08,0.2,6.55,0.09933272672
Dacite,65.23,0.7,14.82,5,4.93,1.37,0.07,0.18,6.79,0.1040932086
Dacite,68,0.51,15,2.75,3.02,1.08,0.06,0.13,7.01,0.1030882353
Dacite,65.29,0.88,15.17,6.57,4.74,1.59,0.14,0.24,5.22,0.0799509879
Dacite,65.34,0.5,15.07,5.13,5.88,1.69,0.17,0.11,3.59,0.05494337313
Dacite,68.18,0.58,14.65,3.52,4.06,1.67,0.07,0.15,6.48,0.09504253447
Dacite,64.03,0.5,16.32,4.14,5.24,1.93,0.11,0.11,5.74,0.08964547868
Dacite,63.41,1.08,16.42,5.56,4.48,2.08,0.12,0.3,6.16,0.09714556064
Dacite,66.06,0.54,15.55,3.37,3.79,1.98,0.1,0.18,6.62,0.1002119285
Dacite,63.56,0.8,17.29,6.91,5,2.97,0.05,0.1,2.56,0.04027690371
Dacite,66.76,0.46,15.32,3.77,4.12,1.56,0.06,0.13,6.22,0.09316956261
Dacite,64.84,0.32,19.55,3.21,3.8,1.37,0.11,0.47,6.32,0.0974706971
Dacite,67.91,0.6,15.66,3.79,2.79,1.13,0.08,0.19,7.67,0.1129436018
Dacite,64.6,0.67,16.1,5.61,1.96,4.33,0.1,0.1,6.38,0.09876160991
Dacite,69.06,0.48,14.82,3.05,3.49,1.51,0.06,0.13,7.05,0.1020851434
Dacite,67.77,0.77,14.37,4.01,3.44,1.49,0.17,0.19,5,0.07377895824
Dacite,64.89,0.81,14.8,4.72,4.02,1.18,0.17,0.19,7.15,0.1101864694
Dacite,63.6,0.76,16.37,4.21,4.88,2.03,0.08,0.28,6.56,0.1031446541
Dacite,64.73,0.46,15.06,4.35,5.69,2.71,0.09,0.09,4.6,0.07106442144
Dacite,67.81,0.58,15.5,4.54,4.11,1.62,0.12,0.11,4.97,0.07329302463
Dacite,68.07,0.49,15.57,3.1,3.67,1.58,0.06,0.12,6.99,0.102688409
Dacite,65.57,0.663,15.11,5.38,3.09,1.55,0.068,0.17,6.8,0.1037059631
Dacite,68.57,0.38,16.04,3.13,3.42,1.19,0.08,0.2,6.63,0.09668951436
Dacite,68.43,0.38,14.7,2.62,2.57,0.85,0.09,0.11,7.41,0.1082858395
Dacite,67.31,0.47,15.56,3.25,3.17,1.68,0.07,0.15,6.64,0.09864804635
Dacite,66.3,0.78,13.2,7.67,2.43,1.42,0.07,0.26,6.84,0.1031674208
Dacite,63.72,0.41,16.8,3.88,5.46,1.12,0.12,0.21,6.88,0.1079723792
Dacite,63.36,0.683,16.414,5.45,5.562,1.557,0.204,0.183,5.378,0.08488005051
Dacite,65.3,0.43,17.48,3.37,4.62,1.72,0.06,0.16,6.49,0.09938744257
Dacite,64.6,0.52,16.1,4.74,4.8,2.17,0.08,0.13,5.61,0.08684210526
Dacite,64.2,0.65,16.35,4.08,4.71,1.48,0.06,0.31,6.92,0.107788162
Dacite,68.75,0.81,14.96,3.65,2.55,0.45,0.09,0.29,7.13,0.1037090909
Dacite,67.85,0.56,14.5,3.18,3.06,1.12,0.13,0.15,7.04,0.1037582903
Dacite,66.85,0.55,14.97,5.19,4.76,1.76,0.11,0.15,5.16,0.07718773373
Dacite,66.8,0.88,12.95,6.06,2.71,1,0.132,0.238,7.31,0.1094311377
Dacite,65.49,0.798,15.54,5.09,3.91,1.37,0.146,0.184,6.9,0.1053595969
Dacite,66,0.42,15.95,3.76,4.09,1.9,0.06,0.14,6.89,0.1043939394
Dacite,64.1,0.56,16.7,5.17,5.54,2.35,0.13,0.13,5.26,0.08205928237
Dacite,64.3,0.55,16.2,3.99,4.15,1.71,0.07,0.18,6.25,0.09720062208
Dacite,65.4,0.56,15.8,4.35,4.42,2.02,0.07,0.17,6.35,0.09709480122
Dacite,67.8,0.52,15.88,3.3,3.75,1.67,0.05,0.2,6.74,0.0994100295
Dacite,66.97,0.39,16.27,3.8,4.11,1.21,0.14,0.1,5.8,0.08660594296
Dacite,68,0.36,15,2.61,2.92,1.04,0.07,0.1,6.93,0.1019117647
Dacite,67.71,0.59,13.98,4.72,4.63,1.29,0.19,0.15,4.43,0.06542608182
Dacite,63.52,0.55,17.39,4.17,3.45,1.42,0.08,0.18,6.35,0.09996851385
Dacite,63.5,0.42,16.2,4.81,5.03,2.54,0.09,0.12,5.77,0.09086614173
Dacite,70.2,0.46,15.72,2.91,2.83,0.76,0.07,0.03,6.69,0.0952991453
Dacite,63.24,0.65,15.79,4.29,4.3,2.38,0.07,0.19,6.71,0.1061037318
Dacite,66.91,0.45,14.74,5.1,4.1,1.3,0.07,0.08,4.84,0.0723359737
Dacite,67.3,0.4,14.04,5.3,3.84,1.36,0.16,0.09,6,0.08915304606
Dacite,67.14,0.43,15.57,4.15,4.15,1.25,0.15,0.12,6.04,0.08996127495
Dacite,64.32,0.95,15.17,6.27,4.62,1.61,0.14,0.21,5.77,0.08970771144
Dacite,67.34,0.45,14.48,4.22,3.35,1.24,0.26,0.14,6.53,0.09697059697
Dacite,63.91,0.56,16.94,3.92,5.3,2.83,0.09,0.18,6.29,0.09841965264
Dacite,64.65,0.88,13.68,7.95,5.56,1.57,0.19,0.12,4.64,0.07177107502
Dacite,66.7,0.6,16.1,3.58,4.3,1.91,0.07,0.18,6.58,0.09865067466
Dacite,63.77,0.68,16.01,5.51,5.31,2.39,0.12,0.17,5.64,0.08844284146
Dacite,66.38,0.44,16.01,3.01,3.22,1.74,0.05,0.16,6.99,0.105302802
